index,positionName,companyShortName,city,companySize,education,financeStage,industryField,salary,workYear,hitags,companyLabelList,job_detail,Python,SQL,Tableau,Excel,SPSS/SAS
2063,风控数据分析师 (MJ000520),斗鱼直播,武汉,2000人以上,本科,上市公司,文娱丨内容,22.5,1-3年,,"[""技能培训"",""绩效奖金"",""年度旅游"",""管理规范""]","
        工作职责：
1. 深入理解斗鱼的业务模式、交易流程和系统架构，发现潜在的作弊风险点，和产品技术、业务运营高效沟通，设计合理的风控策略架构。
2. 平衡用户体验的便捷和风险控制，设计、实施、监控风险、收益最优化的安全策略，保障业务健康发展；
3. 与数据、产品、技术团队深度合作，建设风险引擎中台能力。


任职要求：
1.计算机、数学、统计学、管理科学等相关专业；
2.有一年以上数据挖掘/机器学习/数据分析相关工作经验，有互联网风控、反欺诈、反作弊经验优先；
3.熟练使用至少一种分析工具，如sql、sas、python、r等，熟练掌握数据挖掘/机器学习算法者尤佳；
4.对业务和数据敏感，能独立解决业务问题，自我驱动，并且具备较强的学习能力、创新应用能力及沟通协调能力；
        ",1,1,0,0,1
2064,【2021秋招】数据分析师（武汉） (MJ000605),斗鱼直播,武汉,2000人以上,本科,上市公司,文娱丨内容,15.0,应届毕业生,,"[""技能培训"",""绩效奖金"",""年度旅游"",""管理规范""]","
        工作职责：
1、基于业务监控指标体系，对运营数据进行实时监控及管理，及时发现运营异常情况，能快速定位问题；
2、通过专题分析，对业务问题进行深入分析，为公司运营决策、产品方向、营销策略提供数据支持；
3、沉淀分析思路与框架， 提炼数据产品需求，与相关团队（如技术开发团队） 协作并推动数据产品的落地； 
4、与相关团队协作进行数据建模工作，推动业务部门的数据化运营 。
任职资格：
1、2021届本科以上学历，数学、统计、社会学等专业优先；
2、有一定的sql查询经验，较熟练的进行数据基础查询；
3、对数据库，数据分析模型有一定的了解，具备数据处理的基本技能；
4、熟悉使用r或python，有数学建模比赛奖项者更佳；
5、有强烈的好奇心，敢于尝试和挑战；能高效进行沟通协作；
6、有互联网商业分析、数据分析、数据挖掘、数据清洗和建模实习经验者优先；
        ",1,1,0,0,0
2065,产品助理-数据分析专员实习生,武汉政通,武汉,500-2000人,本科,上市公司,移动互联网,2.5,不限,,"[""技能培训"",""年底双薪"",""节日礼物"",""休假灵活""]","
1、本科及以上学历，统计学、数学、计算机、数理统计、数据挖掘等相关专业；2、有扎实的数据统计和数据挖掘专业知识，具备利用数据分析解决业务问题的能力，善于分析业务，能将复杂的业务需求转化为适合的数学模型，并从中找到规律，提供相关的决策依据；3、熟悉matlab、sas、spss等统计工具，熟悉r、python等统计语言；4、能熟练使用hadoop，mysql读取数据。
",1,1,0,0,1
2066,总监助理（数据分析师）,卓尔数科,武汉,150-500人,本科,不需要融资,广告营销,6.0,不限,,"[""绩效奖金"",""扁平管理"",""领导好"",""管理规范""]","
        岗位职责：
1.负责研究抖音、快手、小红书、微博等媒体平台的营销数据分析，并输出相关的研究成果报告等。
2.根据业务需求，给出数据支持方案和策略建议。
3.负责公司业务的数据管理、业务分析工作，对各类分析任务中发现的问题，进行跟踪、定位、分析工作，定期输出分析报告，对服务客户和业务部门给出有价值建议。
任职要求
1. 本科及以上学历，具备一定的应用数学、统计学、经济学、信息管理与计算机科学等相关专业基础知识；
2. 有过数据分析项目经验，有主导过问卷调查或分析调研项目，数据化运营经验，互联网广告优先；
3.良好的数据敏感度，能从海量数据中提炼核心结果，有一定的数据挖掘，信息采集整理，分析能力 ；
4.具备良好的逻辑思维能力，沟通理解能力，统筹协调能力；具备较强执行能力，抗压能力和学习能力。
        ",0,0,0,0,0
2067,数据分析师,金山办公软件,武汉,2000人以上,本科,上市公司,移动互联网,20.0,3-5年,,"[""年底双薪"",""节日礼物"",""技能培训"",""绩效奖金""]","
        数据分析师(bi)
岗位职责:
1. 负责wps海外版的数据分析工作
2、结合业务的发展目标，建立用户全生命周期分析，追踪分析用户行为，最大化用户价值；
3、通过数据分析挖掘和研究用户需求，产出分析成果为产品改进提供数据支持，帮助完成产品优化；
4、优化和改进完善现有的数据统计和报表系统，提升分析效率；
5. 负责业务上各类a/b实验设计与分析，产品优化效果评估，核心指标异动分析，产品版本效果评估等工作；

任职资格：
1.统计学、数学等相关专业，3年及以上工作经验，有工具类、内容类产品相关分析工作经验者优先
2.具备优秀的数据分析能力，掌握sql，独立高效完成业务策略；
3.具备较强独立思考能力和逻辑思维能力，沟通表达能力强

加分项：
1.有丰富的a/b测试项目经验，掌握常用统计分析方法
2.有代码能力，掌握python/ruby等数据科学常用语言
3.对国内外数据产品有了解
4.较好的英文能力和阅读技术文档能力
5.有用户增长相关项目分析经验
        ",1,1,0,0,0
2068,数据分析师,悦然心动,武汉,150-500人,本科,上市公司,社交,15.0,不限,,"[""带薪年假"",""年度出国旅游"",""扁平管理"",""午餐补助""]","
岗位要求：
1、 搭建常用数据框架模板并进行数据的维护和提取 
2、 数据深入研究，对课题性问题进行数据的挖掘及分析 
3、 产品发行推广效果分析，以及提出效果优化改进方案 
4、 数据报告的汇报（日报、月报、年报）以及针对性报告的数据分析产出 
5、 数据模型、策略选型、算法设计及数据预测，深度挖掘产品及用户价值 

任职要求：
1、 数学/统计学专业优先 
2、 有移动互联网行业数据分析经验优先，了解手游相关数据结构 
3、 熟悉oracle、hive等主流数据库，熟练掌握sql 
4、 负责并参与互联网产品上线、推广、资料片的全程数据分析者优先 
5、 熟练掌握可视化相关工具，并有可视化图表开发经验的优先 

福利待遇：1、六险一金，公积金按照8%来缴纳2、项目专项奖，年度奖金，涨薪、晋升快3、年度全员带薪出国旅游4、弹性工作，免费体检、免费下午茶，扁平管理
",0,1,0,0,0
2069,运营数据分析,建信金科,武汉,2000人以上,硕士,不需要融资,金融,30.0,3-5年,,"[""绩效奖金"",""带薪年假"",""交通补助"",""通讯津贴""]","
        1.负责提供平台数据运营服务，包括制定数据运营方案，参与落实数据运营各事项；
2.负责平台数据分析指标的制定和挖掘，熟悉各业务关键指标的内在关联；
3.负责对接运营业务和产品设计需求，使用大数据平台和bi分析工具对指标进行提取并拆分，输出数据分析报告；
4.负责实时监控关键数据指标，主动对运营业务问题进行深度分析，并给出可行性建议。1.负责提供平台数据运营服务，包括制定数据运营方案，参与落实数据运营各事项；
2.负责平台数据分析指标的制定和挖掘，熟悉各业务关键指标的内在关联；
3.负责对接运营业务和产品设计需求，使用大数据平台和bi分析工具对指标进行提取并拆分，输出数据分析报告；
4.负责实时监控关键数据指标，主动对运营业务问题进行深度分析，并给出可行性建议。1.熟练掌握使用python、java、r语言中的一种，熟练掌握sql；
2.镜头excle、ppt，熟悉主流的bi分析工具，掌握常用的数据挖掘和机器学习的算法原理，有数据建模经验者优先；
3.有较好的产品思维及数据分析能力，能根据数据和用户反馈给出解决方案；
4.优秀的商业分析能力、敏锐的数据洞察力、结构化思维能力，沟通和理解能力强，严谨细致有责任心。
年龄35岁以下（1985年1月1日以后出生）
全日制本科及以上学历，计算机、数学、统计等相关专业优先；
3年以上互联网数据运营或项目分析经验，大型互联网、知名媒体从业工作经验优先；
抗压能力强，能适应一定程度的出差。
        ",1,1,0,0,0
2070,数据分析师,盈增智能,武汉,少于15人,本科,未融资,数据服务、人工智能,12.0,不限,,[],"
        【岗位职责】 
1. 搭建数据模型，准确描述产品的线上运行状态。
2. 能够对数据深入研究解析，来解决课题性问题。
3. 设计数据埋点，以便更全面分析产品效果。
4. 通过数据了解产品和业务，不断优化改进。

【职位要求】 
1. 本科及以上学历，不限工作经验。 
2. 逻辑能力强，客观、务实。
3. 优秀的沟通能力和团队协作能力。
4. 性格开朗，工作积极，有较强的责任心。
5. 有一定的抗压能力。

【加分项】
1. 数学/统计学/计算机相关专业。
2. 有互联网或者移动互联网行业数据分析经验。
3. 参与过整个互联网产品的埋点设计、线上数据分析、优化改进跟踪等完整周期。
4. 能够使用程序方式获取并初步清洗数据源。
5. 熟练掌握tableau/power bi等可视化工具。

【福利待遇】
1. 五险一金
2. 双休、法定节假日
3. 弹性工作，不打卡，不考勤
4. 免费体检
5. 扁平化管理
6. 带薪旅游
        ",0,0,1,0,0
2071,数据分析师（新零售业务）,良品铺子,武汉,2000人以上,本科,不需要融资,电商,27.5,5-10年,,"[""生日趴"",""技能培训"",""节日礼物"",""绩效奖金""]","
        工作职责:
1、负责公司社群用户运营策略制定，包括但不限于企业微信、小程序、公众号等微信生态；
2、通过数据分析等方式，深入洞察市场变化、挖掘平台机制问题，通过创新业务、构建/调优机制的方式，引领业务变革及发展。

任职资格:
1、5年以上互联网工作经验，拥有数学、统计学、运筹学、金融学等相关专业背景；
2、优秀的分析能力和建模思维，能够将复杂业务问题抽提成分析模型，将分析模型转化业务策略，有数据驱动业务的案例；
3、优秀的跨团队合作和沟通能力，自我驱动力强，以结果为导向 ；
4、熟悉微信生态，有微商操盘手履历。
        ",0,0,0,0,0
2072,数据分析工程师,武汉楚烟信息,武汉,50-150人,本科,不需要融资,企业服务,8.0,1-3年,,[],"
        岗位职责：
1、负责产品业务数据统计分析挖掘、发现问题以提供策略建议、有效支持市场运营和产品规划；
2、理解产品业务，确定分析指标，产出有效的数据模型，形成分析报告/报表，提供数据支持；
3、规划数据分析应用项目，开展并推动项目应用和发展；
4、负责与产品团队/市场团队沟通优化和完善公司的数据分析体系。

任职要求：
1、本科及以上学历，统计学、数学、计算机等相关专业，1年以上etl和报表开发经验；
2、熟练掌握oracle、db2、mysql等1-2种主流数据库，熟练使用sql语句；
3、熟悉linux/unix系统环境下的操作；
4、具备良好的商业直觉和数据敏感度，能够捕获数据价值；具有较强的逻辑分析和判断能力；
5、责任心强、诚信敬业、善于沟通，具有良好的团队合作精神。
        ",0,1,0,0,0
2073,数据分析助理,数字智通,武汉,50-150人,本科,不需要融资,企业服务,3.5,应届毕业生,,[],"
        岗位：数据专员
岗位职责
1、图像数据的分类、整理、标注；
2、统计各种数据及制作相应的统计报告。
岗位要求
1、理工类专科及以上学历；计算机相关专业优先
2、必须熟练掌握word、excel、ppt等办公软件；
3、具备良好的责任心、耐心；踏实好学、活泼开朗；
职能类别：数据专员
        ",0,0,0,1,0
2074,数据分析专员,海月电子商务,武汉,50-150人,大专,未融资,电商,5.5,1-3年,,[],"
岗位职责：1、每日、周、月、季对销售及库存数据进行分析;2、完成公司日常业务报表的编制、维护和优化;3、理解公司数据和业务逻辑，通过报表工具和数据分析监控公司业务和发现问题，为业务管理和优化提供数据支持和合理的方案建议;4、参与各种与数据分析相关的项目工作。

任职要求：1、专科及以上学历，计算机、数学、统计学等相关等专业优先;2、有两年以上数据分析相关岗位经验者优先3、具备良好的数据敏感性，逻辑清晰，善于分析，学习能力强，工作认真，有责任心;4、精通excel;

薪资福利：1.双休,7.5小时制,带薪年假、带薪病假及法定假期；2.入职即购买养老保险、医疗保险、生育保险、工伤保险、失业保险3.员工聚餐、生日福利,节假日福利4.带薪岗前培训，在职个人提升计划

请看清职位说明再投递，非诚勿扰。
",0,0,0,1,0
2075,数据分析经理,安居客,武汉,500-2000人,本科,上市公司,消费生活,16.5,5-10年,,"[""技能培训"",""绩效奖金"",""岗位晋升"",""管理规范""]","
岗位描述：
主要围绕互联网房产业务策略、代理商业绩提升及渠道业务管理效率而开展的一系列运营、规划、管理等工作，具体包含业绩经营分析、渠道策略规划、项目规划及落地、系统需求梳理与落地推广、代理商销售运营组织与管理等（要求80后，数据分析及应用经验丰富）。具体工作表现如下：
 
1、负责全国代理商管理运营，作为储备部门负责人培养；
2、负责产品政策数据分析及政策组管理，制定团队工作方向，并对工作结果负责；
3、根据业务经营数据，对渠道业务开展情况进行数据分析与挖掘，并对全国代理商合作情况进行管控和预警，定期出具各类渠道业务数据经营报表/报告；
4、应用日常数据分析结果，为销售管理者提供业务运营分析报告，并提出策略建议，同时落地推动与跟进管理；
5、对接各大区业务总监，并负责各区域数据运营师工作的组织、沟通、协调等，以及协助领导处理渠道管理类的工作；
6、梳理代理商作业流程，提升业务管理效率；
7、协助公司各类产品、系统等项目在代理商落地与执行。
 
 
任职资格：
要求有团队管理经验、数据分析与挖掘能力、懂业务管理，沟通表达能力强，善于发现问题、分析问题以及解决问题，思考问题能举一反三，最好是懂代理商模式和数据分析复合型人才（策略运营管理非业务人员）。具体要求如下：
 
1、本科或以上学历，统计、数学专业优先，6年以上工作经验。
2、至少2年以上专职数据分析相关经验，对数字敏感，有较强的数据分析与应用能力，有代理商管理相关经验优先；
3、要求有数据分析、营销/业务策略、团队管理经验；
4、思维清晰有条理，较好的沟通表达和协调能力，有一定的创新意识；
5、精通office相关软件，能够用word、excel、ppt实现工作所需；
6、有互联网或房地产行业行业经验优先；
7、能短期出差，出差范围为全国。
本岗位入职58总部部门，要求较高，长期招募直至招到为止！期待优秀运营管理人才加入！
",0,0,0,1,0
2076,数据分析师,中国平安,武汉,500-2000人,本科,上市公司,金融,9.0,1-3年,,[],"
        岗位职责：1.依据当前报表制作智能报表系统；2.对当前市场及客户进行数据分析；3.其他项目性工作。岗位要求：1.1-3年工作经验；2.擅长建模，熟练掌握sql、python等数据分析工具。
        ",1,1,0,0,0
2077,数据分析专家,跟谁学,武汉,2000人以上,本科,上市公司,教育,32.5,5-10年,,"[""节日礼物"",""技能培训"",""股票期权"",""精英团队""]","
职责描述：
1、针对公司产品，通过数据分析进行数据价值挖掘，提供产品和运营策略支持；
2、完善和优化数据分析体系和数据报表体系，及时准确监控运营状况。
通过对部门运营数据研究，提出改善运营质量的方法和建议，为部门决策提供支持;
任职要求：
1、计算机/数学/统计学等相关专业，本科及以上学历
2、从事数据岗位5年以上工作经验；
3、精通一门或多门开发语言（python、java等）
4、对算法、数据挖掘有实践经验，熟悉机器学习、数据挖掘方法优先考虑；
5、善于独立思考，逻辑清晰，热爱挑战，具备快速学习能力；
6、良好的沟通能力、学习能力及团队协作能力。
",1,0,0,0,0
2078,数据分析师,颐和一品文化,武汉,500-2000人,大专,上市公司,电商,5.0,应届毕业生,,[],"
1.负责日常基础数据的收集整理.维护以及处理，能够发现异常值，及时准确汇报；
2.建立业务指标报表监控体系，发现业务问题，并给出行动建议；
3.利用数学.统计类工具或理论模型对各种数据以及信息进行深层次分析，形成报告和成熟模型；
4.参与建立考核体系，制定考核方案和考核细则；
5.根据业务发展情况，做话务.人力预测并要求进行合理的排班；
上班时间9:00-18:00   周末双休  法定节假日正常休
",0,0,0,0,0
2079,商业数据分析师,武汉蜡烛,武汉,50-150人,本科,不需要融资,金融,5.5,1-3年,,[],"
岗位职责：1、对公司内部系统的运营数据采集、统计、汇总、分析并制作数据报表；2、公司热线、网络及线下的销售数据的提取、监控、分析并提出解决方案；3、与各部门进行数据对接，核实反馈工作，制作周报表、月报表，对部门的数据进行评估；4、每月底和财务核实所有部门的出入账；岗位要求：1. 本科及以上学历，金融、财会相关专业优先，保险行业工作经验优先；2. 对数据敏感，熟练运用excel表格及函数；3. 具有良好的沟通、表达能力及亲和力；4. 熟练操作电脑,熟悉word/excel/ppt等办公软件，会使用cdr和ps设计软件；福利待遇：1、综合薪资4k-6k，购买五险一金，年终奖1-3个月；2、 法定带薪年假（5- 15天）事假、婚假、产假、陪产假、哺乳假、带薪病假、丧假；3、你的午饭晚饭我包了！工作日每天提供2顿免费的工作餐及水果、饮料、咖啡等等；4、带薪年假、团建活动、节日福利，生活工作两不误，听说大家一起过生日更嗨皮哦；5. 台球桌、乒乓球桌、羽毛球馆、电动按摩椅、图书一角，想承包你的生活不只是说说而已！
",0,0,0,1,0
2080,数据分析工程师,榆钱数科,武汉,50-150人,硕士,不需要融资,数据服务,15.0,1-3年,,[],"
1）负责业务数据加工，清洗、建模等工作；
2）推动模型在具体风控系统中的落地；
3）跟踪、监控，优化评估模型体系，确保模型稳定有效；
4）根据业务波动，给出合理解释并且相应的解决方案
任职要求：
1）1年以上建模，算法相关经验；
2）熟悉金融行业的建模流程，算法；
3）熟练使用r/python/sql等工具中一种或多种；
4）具有对大数据集合进行数据处理的能力
5）硕士及以上学历，数学、统计、计算机等。
",1,1,0,0,0
2508,数据分析师,字节跳动,西安,2000人以上,本科,C轮,文娱丨内容,5.5,1-3年,,"[""扁平管理"",""弹性工作"",""大厨定制三餐"",""就近租房补贴""]","
        职位职责：
1、负责对业务日常业务数据进行分析、挖掘潜在隐患风险、提出风险报告；
2、负责负日常管理数据进行分析，就影响的关键因素进入深入挖掘，提出整改建议；
3、负责对部门内部重大业务问题、项目进行专项分析，提供分析报告；
4、负责内部数据技术相关的培训，及时迭代数据相关工具；
5、按时保质地完成公司交办的各项工作任务，确保工作质量和进度达到目标要求；

职位要求：
1、熟练使用一种或几种分析统计及数据挖掘工具，会使用数据透视表或tableau、gephi、e-charts等数据可视化工具；
2、良好的沟通能力和产品思维、执行能力，有极强的数据分析能力和逻辑判断能力；
3、能熟练编写各类业务需求分析、数据分析文档，文档的样式整洁、描述清晰、完整的覆盖分析要求 ；
4、熟悉行业技术发展方向及技术动向，有较全面的技术知识面，能迅速掌握不同行业的技术要领；
5、统计学、数学、心理学等相关专业大学本科（含）以上学历，1年以上数据分析相关工作；
        ",0,0,1,0,0
2509,数据分析师,字节跳动,西安,2000人以上,本科,C轮,文娱丨内容,8.5,3-5年,,"[""扁平管理"",""弹性工作"",""大厨定制三餐"",""就近租房补贴""]","
        职位职责：
1、负责对业务日常业务数据进行分析、挖掘潜在隐患风险、提出风险报告；
2、负责负日常管理数据进行分析，就影响的关键因素进入深入挖掘，提出整改建议；
3、负责对部门内部重大业务问题、项目进行专项分析，提供分析报告；
4、负责内部数据技术相关的培训，及时迭代数据相关工具；
5、按时保质地完成公司交办的各项工作任务，确保工作质量和进度达到目标要求；

职位要求：
1、熟练使用一种或几种分析统计及数据挖掘工具，会使用数据透视表或tableau、gephi、e-charts等数据可视化工具；
2、良好的沟通能力和产品思维、执行能力，有极强的数据分析能力和逻辑判断能力；
3、能熟练编写各类业务需求分析、数据分析文档，文档的样式整洁、描述清晰、完整的覆盖分析要求 ；
4、熟悉行业技术发展方向及技术动向，有较全面的技术知识面，能迅速掌握不同行业的技术要领；
5、统计学、数学、心理学等相关专业大学本科（含）以上学历，3年以上数据分析相关工作；
        ",0,0,1,0,0
2510,数据分析/挖掘（表现优异可留用）,云积互动,西安,150-500人,本科,天使轮,企业服务,11.5,应届毕业生,,"[""带薪年假"",""年轻团队"",""股票期权"",""下午茶""]","
        1、能辅助进行数据清洗、数据加工处理、数据特征分析；
2、能辅助进行数据智能方法的相关研究和探索；
【岗位要求】
1、具有良好的编程能力和编程经验，熟悉至少一门开发语言，包括但不限于python、java；
2、熟悉常用的开发工具，熟悉常用的linux命令；
3、扎实的关系数据库基础，熟练使用sql，会使用hql进行数据处理的优先；
4、具有电商数据处理和分析经验优先；有hadoop、spark、hive、impala等大数据组
件使用经历优先；
        ",1,1,0,0,0
2511,数据分析师,蝉鸣,西安,150-500人,本科,A轮,教育,14.0,5-10年,,"[""股票期权"",""绩效奖金"",""带薪年假"",""六险一金""]","
        职责描述：1.构建全面的、准确的、能反映产品健康发展和增长潜力点的整体指标体系, 并基于产品现状监控指标体系2.对数据进行实时监控及管理，及时发现异常情况，能快速定位问题并给出改进策略3.针对产品专项问题，展开主题分析，挖掘数据背后的产品及运营问题，最终为产品和销售业绩负责4.从数据中挖掘和总结规律，以数据驱动产品迭代和运营方案的优化任职要求：1. 有五年以上互联网行业和产品数据分析经验，有教育行业从业经验者优先2. 有完整的项目数据分析/数据挖掘经验，有驱动业务拓展经验3. 精通sql，熟练使用excel，能够使用python、r语言、spss等工具优先4. 逻辑严谨、沟通力强、擅长跨部门协作，有较强的稳定性和自我驱动能力

",1,1,0,1,1
2512,数据分析专员,全通实业集团,西安,2000人以上,大专,未融资,其他,6.0,1-3年,,[],"
        岗位职责：
1、根据部门领导要求，从后台拉取对应数据并汇总；
2、负责各项业务数据的整理和收集，制成数据报表；
3、定期进行数据对比和分析，及时解决相应问题；
4、数据统计资料的整理、存档。

任职要求：
1、大专及以上学历，数学、统计等相关专业；
2、熟练操作office软件，精通excel、word，有金融行业数据分析经验者优先；
3、数据敏感度高，良好的数据收集、分析和整理归纳能力；
4、工作认真负责，人品端正，具备良好的职业素养，保守商业秘密。

",0,0,0,1,0
2513,BI数据分析师,Huatek,西安,150-500人,本科,未融资,电商,11.5,3-5年,,[],"
工作职责：
•实施数据访问方法，并与数据访问和可视化工具集成，在数据治理模型中实现自助数据访问。
•定义和构建数据提取、集成和报告解决方案，以支持cim项目的制造厂软件系统需求。
•与最终用户协作，收集需求，设计和构建从概念到实施的技术解决方案。
•在软件项目中创建、记录和实施架构设计。
 
教育和经验：
•计算机相关专业两年以上工作经验。
•有半导体/fpd/led相关行业经验优先。
 
要求：
•基本原则、理论和概念的有限使用和/或应用。
•统计和数据分析技术的基本知识。
•熟悉asp.net或angularjs软件编码优先。
•熟悉html5、css3和javascript软件语言。
•熟悉sql server和oracle数据库。
•熟悉web服务和restful api开发。
•在数据建模、etl开发和数据仓库方面的经验。
•有使用tableau和/或power bi和/或finereport（finebi）构建工具的经验。
",0,1,1,0,0
2514,数据分析师,哈啰出行,西安,2000人以上,本科,D轮及以上,硬件,10.0,3-5年,"[""购买社保"",""一年调薪2次"",""5险1金""]","[""绩效奖金"",""年底双薪"",""股票期权"",""交通补助""]","
        工作职责：1、完成具体指定的数据统计分析工作;

2、对数据指标进行解读，深入分析，并负责数据采集和分析方案的设计；

3、完成调研问卷的设计、整理以及数据统计分析工作；

4、用数理统计工具、方法分析问题、解决问题，并撰写报告；

5、完成主管交代的其他问题；任职资格：1、专业不限，数学、统计、金融、经济或计算机相关专业优先考虑；

2、本科及以上学历，研究生优先考虑，经验不限；

3、擅长常用的数据挖掘算法，如分类、回归、聚类、预测等；

4、熟练掌握数据分析工具；

5、分析判断及逻辑思维能力强，良好的文字功底，有较强的团队精神和协作能力；
        ",0,0,0,0,0
2515,数据分析专家,海内教育,西安,15-50人,硕士,不需要融资,教育,9.0,3-5年,,[],"
1.分析采集回来的高校的学生的相关的学习及就业的相关信息，需要建模来处理，得出给高校可参考的数据结论。
",0,0,0,0,0
2516,数据分析师(西安),浩瀚深度,西安,150-500人,本科,上市公司,硬件,15.0,3-5年,,"[""绩效奖金"",""年底双薪"",""五险一金"",""通讯津贴""]","
岗位职责：1、负责区域内数据分析服务项目的运营规划及管理工作；2、负责项目内容的实施，数据分析和解读，服务产品推广等；3、负责把控项目进度和服务质量，提供各类分析服务咨询，并定期进行项目总结，促进项目总体向上发展；4、负责大数据平台基础架构，以及数据挖掘处理算法、模型、脚本的维护、监控、优化和升级；5、通过建立业务的数据分析模型来指导业务发展，对数据库信息进行深度挖掘和有效利用，充分实现数据的内在价值，构建产品核心竞争力；6、根据客户需求和产品发展趋势，研究和开发新的数据分析服务场景，促进产品的不断创新和迭代；7、培训客户及驻办人员处理日常需求和基础运营服务。岗位要求：1、计算机、通信等相关专业本科及以上学历；2、具备2年以上大数据处理、挖掘、建模和分析方面的经验，以及1年以上项目管理或团队管理经验；3、熟练掌握c++、java、python等至少一种代码开发能力；4、熟知通信运营商网络架构、信号、信令及业务流程，有核心网、数据网、传输网、无线网和互联网等网络维护经验优先；5、熟知互联网公司系统架构、业务及调度流程并有相关经验优先；6、具备良好的沟通和理解能力，擅长与客户进行面对面的需求挖掘、引导和项目实施相关事宜的商讨；7、具备良好的报告演讲能力，能充分的向客户进行数据的解读，清晰的传递数据价值；8、有通信行业或者互联网企业相关经验优先，有软考、思科、华为等方面的证书优先；9、本岗位有出差需求。
",1,0,0,0,0
2517,数据分析负责人,跟谁学-高途课堂,西安,2000人以上,本科,不需要融资,教育,30.0,不限,,"[""绩效奖金"",""午餐补助"",""弹性工作"",""领导好""]","
        、根据总部需求制定业务目标并监控进度，并与业务负责组沟通优化改进提升方案；
2、基于业务逻辑，梳理指标体系，建立业务数据模型，为团队提供反映产品和运营状况的数据报表；
3、根据业务中的关键流程或节点进行数据分析，得出有实际意义的分析结论，并撰写数据报告；
4、根据业务目标和策略导向，辅助业务团队制定绩效方案；
任职要求：
1、统招本科及以上学历，专业不限，计算机、统计、数学、信息技术等相关专业优先，3年以上互联网相关数据分析工作经历；
2、具备大数据处理能力，精通sql，熟练使用r/python进行数据清洗、分析，熟练操作excel、ppt等工具；
3、良好的数据敏感度，能从海量数据提炼核心结果，具备一定业务敏感度，能深入了解业务动态及项目目标；
4、具备良好的抗压能力、沟通能力和团队精神，有独立开展分析研究项目经验。
        ",1,1,0,1,0
2518,数据分析师,美林数据,西安,500-2000人,本科,C轮,数据服务,18.0,3-5年,,[],"
技能要求：
数据挖掘，python，r语言，数据建模
数据分析师
岗位职责:
1、深入了解业务，挖掘业务问题和痛点，通过分析提供数据和运营策略支持；
2、规范常规数据报表，提供业务重点的数据视角，辅助业务管理深入；
3、善于整理数据和分析数据，总结数据的波动情况，对异常数据进行及时预警，定期形成相关的报表；
4、结合业务需求，进行相关数据的提取、过滤和分析；
任职要求:
1、本科以上学历，3年以上数据运营经验；
2、有学习能力、执行能力强、抗压性强，良好的沟通及表达能力、较好的运营思维、善于从复杂数据中找重点；
3、熟练使用sql语句、精通excel等，会建数据模型，较高的数据敏感度；
4、有责任心、团队合作精神、敬业精神，灵活性及坚韧性；
5、懂数据挖掘算法优先；
",1,1,0,1,0
2763,高级数据分析师,SAS,厦门,2000人以上,硕士,不需要融资,人工智能,32.5,3-5年,,[],"
工作职责：1、参与银行相关数据分析和挖掘建模工作2、参与分析挖掘项目所有过程：建模方案、需求访谈、数据探索、数据建模、专题汇报和模型效果监控和评估3、基于海量数据，应用统计建模、数据挖掘、机器学习、深度学习等方法建立模型，持续优化模型和代码实现4、把握建模整体思路和方案，指导团队工作5、协助负责日常项目管理工作技能要求：1、对大数据分析，数据挖掘，机器学习建模有强烈的兴趣；2、深刻理解统计建模概念，机器学习算法，能够根据实际需求选择适合的算法3、计算机、统计学、数学等相关专业硕士及以上学历4、掌握数据库相关知识和sql语言5、掌握sas/r/python其中一种工具，sas语言优先6、有较强的ppt写作能力和演讲能力7、具有风控建模经验优先
",1,1,0,0,1
2764,数据分析,咪咕,厦门,2000人以上,本科,不需要融资,文娱丨内容,15.0,3-5年,,"[""定期体检"",""带薪年假"",""绩效奖金"",""专项奖金""]","
        岗位职责：
1、负责公司旗下产品的各项用户数据分析及挖掘，输出相关专题分析报告，促进运营改进；
2、对产品数据进行综合分析，及时调整留存策略，提升留存转化，必要时对产品功能提出优化需求；
3、分析市场情况，对竞品数据及动态进行监控，并提出相应对策；
4、进行产品体验对标分析，提出产品优化建议，促进产品用户体验提升。

任职要求：
1、本科及以上学历；
2、3年以上大型知名企业数据分析经验；
3、有丰富的用户运营经验，能独立完成业务和任务目标
4、掌握数据分析软件，具备较强的数据分析能力，认同以数据为导向的工作方式；
5、逻辑清晰、有较强的判断力。具备抽象思维能力，能将繁琐重复的工作自动化。
6、能理解产品定位，有产品方面工作经验者优先。
        ",0,0,0,0,0
